text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,wordRead.keys,wordRead.rt,key_resp_5.keys,key_resp_5.rt,questAnswer.keys,questAnswer.rt,date,frameRate,expName,session,participant,
,aus,verschrottet.,Soldaten,Wurst,nan,Energie.,nichts,um,die,Grases,Helmen,den,Planeten,wiedergewählt.,Herrn,Schaumstoff,dass,Kraftstoff,"vermiest,",defekt,Alkohol,nan,nan,Flut,wiedergewählt.,dichten,Müll.,jeden,mehr,eine,jeden.,drei,schwarzem,nan,Schmuck,Energie.,nan,er,nan,Planet,nan,kaltem,Hauptbahnhof.,Abduschen,Herrn,jeden,Besucher.,um,die,verschrottet.,Taschengeld,köstlichen,den,Helmen,ml,sie,Wurst,seiner,ml,ruhig,Einkommen,eine,grünen,die,jeden.,große,Stimmung,Tupperware,nan,Besucher.,nan,aus,um,große,aus,den,seiner,Müll.,mehr,artgerecht,defekt,Esslöffel,Gras,Kunsteis,Untergrund,als,Esslöffel,nichts,Soldaten,Dezember,die,dichten,täglichen,als,goldenen,die,sie,köstlicher,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,0,6,6,6,,,,,,,,,space,0.318614006042,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,dem,nan,des,mit,nan,nan,mitbringen.,jede,Probleme,zwängen.,zur,Boden,ganz,nan,Gantenbeins.,gefertigt.,das,fahren.,dass,war.,verdünnt.,nan,nan,zurückgekehrt.,nan,Stoff,nan,Fall,als,Sammlung,nan,Tage.,Kaffee,nan,umgearbeitet.,nan,nan,trug.,nan,ganz,nan,Saft,nan,gehärtet.,Gantenbein.,Fall,nan,Nadelhölzer,Slums.,nan,selber,Weins,Problemen,zur,warme,überführt,mit,Frau,warmer,diskutiert.,haftbar.,Sammlung,Tee,Slums.,nan,Menge,ziemlich,ist.,nan,nan,nan,dem,jede,Menge,Japan.,Boden,Frau,nan,als,gehalten.,war.,warmem,zwängen.,eingesprüht.,liegen.,einmal,warmen,mitbringen.,des,stattfinden.,Wohnung.,Gewebe,Einsatz,einmal,Besatz,Wohnung.,überführt,Wein,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,0,7,7,7,,,,,,,,,space,0.294423818588,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Haus,nan,zweiten,an,nan,nan,nan,Menge,im,nan,Schule.,berührt.,deutlich.,nan,nan,nan,Medikament,nan,es,nan,nan,nan,nan,nan,nan,gefertigt.,nan,genug.,gerne.,dumme,nan,nan,wiederbelebt.,nan,nan,nan,nan,nan,nan,deutlich.,nan,besprochen.,nan,nan,nan,genug.,nan,umzusetzen.,nan,nan,kaufen.,schon,im,Schule.,Milch.,wurden.,an,gepasst.,Milch.,nan,nan,dummer,wieder,nan,nan,dunkler,vermiest.,nan,nan,nan,nan,Haus,Menge,dunkle,nan,berührt.,gepasst,nan,gerne.,nan,nan,Honig,nan,nan,nan,Rilke,Honigs,nan,zweiten,nan,nan,wiederhergestellt.,sinken.,Rilke.,rekonstruiert.,nan,wurden.,schon,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,0,8,8,8,,,,,,,,,space,0.314595937729,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,geschafft.,nan,Weltkriegs.,den,nan,nan,nan,heiße,Landkreis.,nan,nan,nan,nan,nan,nan,nan,nicht,nan,regnete.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sprüche.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,auf,Landkreis.,nan,nan,nan,den,nan,nan,nan,nan,Sprüche.,fit.,nan,nan,Materie,nan,nan,nan,nan,nan,geschafft.,heißer,Materie,nan,nan,haben.,nan,nan,nan,nan,her.,nan,nan,nan,gelesen.,her.,nan,Weltkriegs.,nan,nan,nan,nan,nan,nan,nan,nan,auf,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,0,9,9,9,,,,,,,,,space,0.323093175888,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,nan,nan,nan,See.,nan,nan,nan,Luft.,nan,nan,nan,nan,nan,nan,nan,nan,wirkt.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dem,nan,nan,nan,nan,See.,nan,nan,nan,nan,nan,nan,nan,nan,erzeugen.,nan,nan,nan,nan,nan,nan,Luft.,erzeugen.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dem,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,0,10,10,10,,,,,,,,,space,0.721802949905,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,,,,,,,,,,,,,,,None,,n,2.29851484299,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,0,0,0,,,,,,,space,0.922137022018,space,0.361911058426,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,1,1,1,,,,,,,,,space,0.369522094727,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,jede,beider,Feier,eine,saftigen,verbraucht,Essen,mal,Tat,uns,fuhren,Tropfen,sahen,trotz,suchen,wurden,Studie,dann,uns,schlug,wird,war,60,Sonne,trotz,ein,gebrauchte,brauner,das,keine,Bürgermeister,zum,Teilnehmer,saftiges,wurden,verbraucht,Eimer,war,sich,sahen,Eimer,die,101,wurden,suchen,braunen,in,genau,Rand,beider,Kleidung,Ankunft,Tat,fuhren,Kakao,nur,eine,in,Kakao,Rummels,sind,keine,damals,Rand,Bürgermeister,Methode,"regnete,",wussten,60,in,sich,jede,mal,Methode,die,Tropfen,in,gebrauchter,dem,Zirkus,schlug,die,uns,wurden,immer,Studium,die,Essen,Feier,Umständen,wegen,die,kann,Studium,wurde,wegen,nur,Ankunft,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,2,2,2,,,,,,,,,space,0.478554964066,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Menge,beteiligter,gedachte,große,Fleischs,260.000,kann,wieder,wissen,durch,mit,königliches,wir,des,die,mit,wurde,mit,die,"sporadisch,",mit,der,Liter,"unterging,",dem,Hemd,Kleidung,Zucker,Auto,Lust,beschuldigten,Mond,wurden,Fleisch,aus,260.000,roter,aus,Berge,wir,rote,Erlebnisse,hält,unter,die,Zuckers,Dänemark,die,der,beteiligten,bei,stand,wissen,mit,gehören,kleinere,große,Größe,gehören,wurde,mit,Lust,schnell,der,beschuldigten,kann,hat,überwiegend,Liter,Dänemark,Berge,Menge,wieder,kann,er,königlichen,Größe,Kleidung,Mann,werden,"sporadisch,",Masse,durch,mit,auf,habe,Masse,kann,gedachte,können,dem,Leinwand,schon,las,dann,des,kleinere,stand,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,3,3,3,,,,,,,,,space,0.498236894608,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,4,4,4,,,,,,,,,space,0.517621994019,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Krams,wurden,den,salzige,serviert.,elektrischer,leider,Lärm,um,frischen,unzureichenden,hat,roten,Skandals,des,harten,"nachgewiesen,",sauberen,ziemlich,sie,purem,Bundespräsident.,Trinkwasser.,die,Skandal,feinem,im,auf,Mann,noch,Störenfriede,ungefähr,zusätzlichem,serviert.,klassischen,elektrische,geschleudert.,die,Wäsche.,roten,geschleudert.,"frischem,",am,kaltem,des,auf,einen,"Zeit,",liegen,wurden,monatlichem,Glas,von,unzureichenden,350,derer,salziger,hätten,350,immer,künftigem,noch,täglichem,liegen,Störenfriede,eine,die,was,Trinkwassers.,gelegentlichen,Wäsche.,Kram,Lärm,eine,war,hat,würden,im,Auto,Tiere,sie,einem,frisches,feinem,weichem,mehr,einem,leider,der,vor,Wetter,seltenem,minimalem,mehr,"reichem,",Wetters,deren,Glas,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,5,5,5,,,,,,,,,space,0.485847949982,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,aus,verschrottet.,Soldaten,Wurst,nan,Energie.,nichts,um,die,Grases,Helmen,den,Planeten,wiedergewählt.,Herrn,Schaumstoff,dass,Kraftstoff,"vermiest,",defekt,Alkohol,nan,nan,Flut,wiedergewählt.,dichten,Müll.,jeden,mehr,eine,jeden.,drei,schwarzem,nan,Schmuck,Energie.,nan,er,nan,Planet,nan,kaltem,Hauptbahnhof.,Abduschen,Herrn,jeden,Besucher.,um,die,verschrottet.,Taschengeld,köstlichen,den,Helmen,ml,sie,Wurst,seiner,ml,ruhig,Einkommen,eine,grünen,die,jeden.,große,Stimmung,Tupperware,nan,Besucher.,nan,aus,um,große,aus,den,seiner,Müll.,mehr,artgerecht,defekt,Esslöffel,Gras,Kunsteis,Untergrund,als,Esslöffel,nichts,Soldaten,Dezember,die,dichten,täglichen,als,goldenen,die,sie,köstlicher,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,6,6,6,,,,,,,,,space,0.453533887863,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,dem,nan,des,mit,nan,nan,mitbringen.,jede,Probleme,zwängen.,zur,Boden,ganz,nan,Gantenbeins.,gefertigt.,das,fahren.,dass,war.,verdünnt.,nan,nan,zurückgekehrt.,nan,Stoff,nan,Fall,als,Sammlung,nan,Tage.,Kaffee,nan,umgearbeitet.,nan,nan,trug.,nan,ganz,nan,Saft,nan,gehärtet.,Gantenbein.,Fall,nan,Nadelhölzer,Slums.,nan,selber,Weins,Problemen,zur,warme,überführt,mit,Frau,warmer,diskutiert.,haftbar.,Sammlung,Tee,Slums.,nan,Menge,ziemlich,ist.,nan,nan,nan,dem,jede,Menge,Japan.,Boden,Frau,nan,als,gehalten.,war.,warmem,zwängen.,eingesprüht.,liegen.,einmal,warmen,mitbringen.,des,stattfinden.,Wohnung.,Gewebe,Einsatz,einmal,Besatz,Wohnung.,überführt,Wein,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,7,7,7,,,,,,,,,space,0.411880016327,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Haus,nan,zweiten,an,nan,nan,nan,Menge,im,nan,Schule.,berührt.,deutlich.,nan,nan,nan,Medikament,nan,es,nan,nan,nan,nan,nan,nan,gefertigt.,nan,genug.,gerne.,dumme,nan,nan,wiederbelebt.,nan,nan,nan,nan,nan,nan,deutlich.,nan,besprochen.,nan,nan,nan,genug.,nan,umzusetzen.,nan,nan,kaufen.,schon,im,Schule.,Milch.,wurden.,an,gepasst.,Milch.,nan,nan,dummer,wieder,nan,nan,dunkler,vermiest.,nan,nan,nan,nan,Haus,Menge,dunkle,nan,berührt.,gepasst,nan,gerne.,nan,nan,Honig,nan,nan,nan,Rilke,Honigs,nan,zweiten,nan,nan,wiederhergestellt.,sinken.,Rilke.,rekonstruiert.,nan,wurden.,schon,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,8,8,8,,,,,,,,,space,0.543477058411,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,geschafft.,nan,Weltkriegs.,den,nan,nan,nan,heiße,Landkreis.,nan,nan,nan,nan,nan,nan,nan,nicht,nan,regnete.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Sprüche.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,auf,Landkreis.,nan,nan,nan,den,nan,nan,nan,nan,Sprüche.,fit.,nan,nan,Materie,nan,nan,nan,nan,nan,geschafft.,heißer,Materie,nan,nan,haben.,nan,nan,nan,nan,her.,nan,nan,nan,gelesen.,her.,nan,Weltkriegs.,nan,nan,nan,nan,nan,nan,nan,nan,auf,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,0,9,9,9,,,,,,,,,space,0.500144958496,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,,,,,,,,,,,,,,,None,,j,1.95757293701,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,0,0,0,,,,,,,space,1.19137310982,space,0.537750005722,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,1,1,1,,,,,,,,,space,0.504105091095,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,jede,beider,Feier,eine,saftigen,verbraucht,Essen,mal,Tat,uns,fuhren,Tropfen,sahen,trotz,suchen,wurden,Studie,dann,uns,schlug,wird,war,60,Sonne,trotz,ein,gebrauchte,brauner,das,keine,Bürgermeister,zum,Teilnehmer,saftiges,wurden,verbraucht,Eimer,war,sich,sahen,Eimer,die,101,wurden,suchen,braunen,in,genau,Rand,beider,Kleidung,Ankunft,Tat,fuhren,Kakao,nur,eine,in,Kakao,Rummels,sind,keine,damals,Rand,Bürgermeister,Methode,"regnete,",wussten,60,in,sich,jede,mal,Methode,die,Tropfen,in,gebrauchter,dem,Zirkus,schlug,die,uns,wurden,immer,Studium,die,Essen,Feier,Umständen,wegen,die,kann,Studium,wurde,wegen,nur,Ankunft,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,2,2,2,,,,,,,,,space,0.554167985916,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Menge,beteiligter,gedachte,große,Fleischs,260.000,kann,wieder,wissen,durch,mit,königliches,wir,des,die,mit,wurde,mit,die,"sporadisch,",mit,der,Liter,"unterging,",dem,Hemd,Kleidung,Zucker,Auto,Lust,beschuldigten,Mond,wurden,Fleisch,aus,260.000,roter,aus,Berge,wir,rote,Erlebnisse,hält,unter,die,Zuckers,Dänemark,die,der,beteiligten,bei,stand,wissen,mit,gehören,kleinere,große,Größe,gehören,wurde,mit,Lust,schnell,der,beschuldigten,kann,hat,überwiegend,Liter,Dänemark,Berge,Menge,wieder,kann,er,königlichen,Größe,Kleidung,Mann,werden,"sporadisch,",Masse,durch,mit,auf,habe,Masse,kann,gedachte,können,dem,Leinwand,schon,las,dann,des,kleinere,stand,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,3,3,3,,,,,,,,,space,0.559328794479,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,4,4,4,,,,,,,,,space,0.554100036621,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Krams,wurden,den,salzige,serviert.,elektrischer,leider,Lärm,um,frischen,unzureichenden,hat,roten,Skandals,des,harten,"nachgewiesen,",sauberen,ziemlich,sie,purem,Bundespräsident.,Trinkwasser.,die,Skandal,feinem,im,auf,Mann,noch,Störenfriede,ungefähr,zusätzlichem,serviert.,klassischen,elektrische,geschleudert.,die,Wäsche.,roten,geschleudert.,"frischem,",am,kaltem,des,auf,einen,"Zeit,",liegen,wurden,monatlichem,Glas,von,unzureichenden,350,derer,salziger,hätten,350,immer,künftigem,noch,täglichem,liegen,Störenfriede,eine,die,was,Trinkwassers.,gelegentlichen,Wäsche.,Kram,Lärm,eine,war,hat,würden,im,Auto,Tiere,sie,einem,frisches,feinem,weichem,mehr,einem,leider,der,vor,Wetter,seltenem,minimalem,mehr,"reichem,",Wetters,deren,Glas,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,0,5,5,5,,,,,,,,,space,0.57810997963,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,,,,,,,,,,,,,,,None,,n,5.04898118973,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Wir,Die,Bei,Ich,Beträchtliche,Die,Außer,Man,In,Wir,Die,Nicht,Im,Er,Die,Alle,In,Wir,Es,Die,Die,Walter,Sie,Als,Er,Er,Viele,100,Wir,Sie,Außer,Der,Die,Beträchtliche,Die,Die,Es,Die,Dort,Im,Es,Sie,Die,Die,Die,100,Wir,Jetzt,Am,Die,Jugendliche,Bei,In,Die,In,Es,Ich,Die,In,Fernab,Manche,Sie,Ich,Am,Außer,Mit,Dass,Die,Sie,Wir,Dort,Wir,Man,Mit,Die,Nicht,Die,Viele,Wir,In,Die,Er,Wir,Die,Jungtiere,In,Er,Außer,Bei,Unter,Sie,Danach,Ihr,In,Das,Sie,Es,Bei,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,0,0,0,,,,,,,None,,space,0.450574159622,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,haben,Autos,der,nehme,Stücke,Schule,das,machte,der,mussten,Kinder,ein,Fernrohr,wurde,Gäste,Betten,einer,konnten,hat,Uhr,Lösung,Scheel,verbrauchen,die,wurde,hat,Tonnen,g,übergaben,hatte,den,Flug,müden,Stücke,Stücke,Schule,wurden,Uhr,türmen,Fernrohr,wurden,haben,Linie,Formen,Gäste,g,hatten,ist,äußersten,Autos,können,unserer,der,Kinder,den,waren,nehme,Schuhe,den,des,Kreditnehmer,hatte,wurde,äußeren,dem,dieser,es,Teilnehmerinnen,verbrauchen,hatten,türmen,haben,machte,dieser,"Uhr,",ein,Schuhe,Tonnen,übergaben,diesem,Uhr,stellt,mussten,Eislaufbahnen,sollten,meinem,stellt,dem,der,keinen,verlassen,wurde,Blutdruck,meinem,Tuch,verlassen,waren,unserer,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,1,1,1,,,,,,,,,space,0.425302028656,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,jede,beider,Feier,eine,saftigen,verbraucht,Essen,mal,Tat,uns,fuhren,Tropfen,sahen,trotz,suchen,wurden,Studie,dann,uns,schlug,wird,war,60,Sonne,trotz,ein,gebrauchte,brauner,das,keine,Bürgermeister,zum,Teilnehmer,saftiges,wurden,verbraucht,Eimer,war,sich,sahen,Eimer,die,101,wurden,suchen,braunen,in,genau,Rand,beider,Kleidung,Ankunft,Tat,fuhren,Kakao,nur,eine,in,Kakao,Rummels,sind,keine,damals,Rand,Bürgermeister,Methode,"regnete,",wussten,60,in,sich,jede,mal,Methode,die,Tropfen,in,gebrauchter,dem,Zirkus,schlug,die,uns,wurden,immer,Studium,die,Essen,Feier,Umständen,wegen,die,kann,Studium,wurde,wegen,nur,Ankunft,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,2,2,2,,,,,,,,,space,0.41734790802,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,Menge,beteiligter,gedachte,große,Fleischs,260.000,kann,wieder,wissen,durch,mit,königliches,wir,des,die,mit,wurde,mit,die,"sporadisch,",mit,der,Liter,"unterging,",dem,Hemd,Kleidung,Zucker,Auto,Lust,beschuldigten,Mond,wurden,Fleisch,aus,260.000,roter,aus,Berge,wir,rote,Erlebnisse,hält,unter,die,Zuckers,Dänemark,die,der,beteiligten,bei,stand,wissen,mit,gehören,kleinere,große,Größe,gehören,wurde,mit,Lust,schnell,der,beschuldigten,kann,hat,überwiegend,Liter,Dänemark,Berge,Menge,wieder,kann,er,königlichen,Größe,Kleidung,Mann,werden,"sporadisch,",Masse,durch,mit,auf,habe,Masse,kann,gedachte,können,dem,Leinwand,schon,las,dann,des,kleinere,stand,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,3,3,3,,,,,,,,,space,0.382085084915,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
,alten,Fahrer,man,Packung,wurden,Kilowattstunden,ich,viel,wir,Büschel,solch,Blut,den,bekannten,Wohnung,"üblichem,",jetzt,"minimalem,",Stimmung,obwohl,"reichlichem,",vierte,sprudelndes,war,bekannten,aus,landen,sind,dem,auf,die,dauerte,mit,wurden,"wertvollem,",Kilowattstunden,Farbe,"Japan,",schmutzige,den,Farbe,bei,nicht,"regelmäßigem,",Wohnung,sind,gelegentlich,richtige,Stadt,Fahrer,ausreichendem,ein,wir,solchen,immer,"Delikte,",Packung,36,immer,schon,"sämtlichem,",auf,dank,Stadt,die,man,uns,"nicht,",sprudelnden,einen,schmutziger,alten,viel,man,"trug,",Bluts,36,landen,das,die,obschon,mit,Büschel,dauerhaftem,warmem,ich,mit,ich,man,Neuwahlen,schönen,aus,bei,ich,mit,schönen,"Delikte,",ein,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,4,4,4,,,,,,,,,space,0.409559011459,,,,,2017_Jan_24_1647,59.7785759079,spr_backupper,001,Di17,
