text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,key_resp_6.rt,key_resp_5.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,None,n,1.61982584,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,space,space,0.607218980789,,,,0.419562101364,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,space,0.436273097992,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,space,0.352769851685,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,space,0.435851097107,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,space,0.395293951035,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,space,0.493591070175,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,verschrottet.,köstlicher,Flut,dichten,dichten,Planet,die,Hauptbahnhof.,die,eine,nan,Müll.,nan,nan,aus,Soldaten,als,aus,seiner,wiedergewählt.,jeden,Herrn,kaltem,täglichen,Soldaten,aus,Gras,defekt,köstlichen,um,die,Wurst,Kraftstoff,Schaumstoff,ml,nan,goldenen,Alkohol,ml,ruhig,grünen,Wurst,Abduschen,mehr,Stimmung,sie,die,Kunsteis,sie,den,eine,drei,mehr,nan,Herrn,Besucher.,Energie.,Grases,nan,jeden.,defekt,wiedergewählt.,nan,nan,Helmen,als,artgerecht,die,"vermiest,",Tupperware,Müll.,den,dass,verschrottet.,Schmuck,jeden,Planeten,nichts,seiner,nan,Esslöffel,Energie.,Esslöffel,nichts,große,schwarzem,jeden.,Helmen,Dezember,Untergrund,große,um,Einkommen,er,Taschengeld,um,Besucher.,den,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,space,0.603489875793,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,nan,Wein,zurückgekehrt.,Gewebe,Stoff,ganz,Wohnung.,nan,Slums.,Sammlung,nan,nan,nan,nan,dem,des,einmal,Japan.,Frau,nan,Fall,Gantenbein.,Saft,Einsatz,des,dem,zwängen.,war.,Weins,jede,Slums.,mit,fahren.,gefertigt.,warme,nan,Besatz,verdünnt.,warmer,diskutiert.,Tee,mit,gehärtet.,als,ziemlich,überführt,Probleme,eingesprüht.,überführt,Boden,Sammlung,Tage.,als,nan,Gantenbeins.,nan,nan,zwängen.,nan,nan,war.,nan,nan,nan,zur,einmal,gehalten.,Wohnung.,dass,ist.,nan,Problemen,das,nan,umgearbeitet.,Fall,ganz,mitbringen.,Frau,nan,warmem,nan,warmen,mitbringen.,Menge,Kaffee,nan,zur,stattfinden.,liegen.,Menge,jede,haftbar.,trug.,selber,Nadelhölzer,nan,Boden,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,space,0.43683719635,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,nan,schon,nan,wiederhergestellt.,gefertigt.,deutlich.,nan,nan,nan,dummer,nan,nan,nan,nan,Haus,zweiten,Rilke,nan,gepasst,nan,genug.,nan,besprochen.,sinken.,zweiten,Haus,nan,nan,schon,Menge,nan,an,nan,nan,Milch.,nan,rekonstruiert.,nan,Milch.,nan,wieder,an,nan,gerne.,vermiest.,wurden.,im,nan,wurden.,berührt.,dumme,nan,gerne.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Schule.,Rilke.,nan,nan,es,nan,nan,im,Medikament,nan,nan,genug.,deutlich.,nan,gepasst.,nan,Honig,nan,Honigs,nan,dunkle,wiederbelebt.,nan,Schule.,nan,nan,dunkler,Menge,nan,nan,kaufen.,umzusetzen.,nan,berührt.,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,space,0.457778930664,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,None,n,1.83917188644,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,space,space,0.536422967911,,,,0.419586896896,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,1,1,1,,,,,,,,space,0.508608102798,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,2,2,2,,,,,,,,space,0.749139070511,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,3,3,3,,,,,,,,space,0.656768083572,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,4,4,4,,,,,,,,space,0.604462146759,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,5,5,5,,,,,,,,space,0.73073887825,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,verschrottet.,köstlicher,Flut,dichten,dichten,Planet,die,Hauptbahnhof.,die,eine,nan,Müll.,nan,nan,aus,Soldaten,als,aus,seiner,wiedergewählt.,jeden,Herrn,kaltem,täglichen,Soldaten,aus,Gras,defekt,köstlichen,um,die,Wurst,Kraftstoff,Schaumstoff,ml,nan,goldenen,Alkohol,ml,ruhig,grünen,Wurst,Abduschen,mehr,Stimmung,sie,die,Kunsteis,sie,den,eine,drei,mehr,nan,Herrn,Besucher.,Energie.,Grases,nan,jeden.,defekt,wiedergewählt.,nan,nan,Helmen,als,artgerecht,die,"vermiest,",Tupperware,Müll.,den,dass,verschrottet.,Schmuck,jeden,Planeten,nichts,seiner,nan,Esslöffel,Energie.,Esslöffel,nichts,große,schwarzem,jeden.,Helmen,Dezember,Untergrund,große,um,Einkommen,er,Taschengeld,um,Besucher.,den,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,6,6,6,,,,,,,,space,0.669546842575,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,None,j,5.63534092903,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,None,space,0.939789056778,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,1,1,1,,,,,,,,space,0.58393406868,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,2,2,2,,,,,,,,space,0.352689981461,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beteiligter,stand,"unterging,",Leinwand,Hemd,wir,dem,hält,der,Lust,Fleischs,Kleidung,Berge,Fleisch,Menge,gedachte,habe,er,Größe,des,Zuckers,die,Erlebnisse,schon,gedachte,Menge,durch,"sporadisch,",stand,wieder,der,große,mit,mit,gehören,Liter,dann,mit,gehören,wurde,schnell,große,unter,Mann,hat,kleinere,wissen,mit,kleinere,königlichen,Lust,Mond,Auto,roter,die,Dänemark,260.000,durch,der,beschuldigten,"sporadisch,",dem,rote,Berge,mit,las,werden,des,die,überwiegend,Kleidung,wissen,wurde,beteiligten,aus,Zucker,wir,kann,Größe,Liter,Masse,260.000,Masse,kann,kann,wurden,beschuldigten,mit,können,auf,kann,wieder,mit,aus,bei,die,Dänemark,königliches,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,3,3,3,,,,,,,,space,0.553568124771,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Fahrer,ein,war,aus,aus,den,schönen,nicht,Stadt,auf,wurden,landen,schmutziger,wurden,alten,man,ich,"trug,",36,bekannten,sind,Wohnung,bei,bei,man,alten,Büschel,obwohl,ein,viel,Stadt,Packung,"minimalem,","üblichem,",immer,sprudelnden,mit,"reichlichem,",immer,schon,dank,Packung,"regelmäßigem,",das,uns,"Delikte,",wir,dauerhaftem,"Delikte,",Bluts,auf,dauerte,dem,Farbe,Wohnung,einen,Kilowattstunden,Büschel,vierte,die,obschon,bekannten,Farbe,schmutzige,solch,ich,die,schönen,Stimmung,"nicht,",landen,wir,jetzt,Fahrer,"wertvollem,",sind,den,ich,36,sprudelndes,mit,Kilowattstunden,mit,ich,man,mit,die,solchen,Neuwahlen,warmem,man,viel,"sämtlichem,","Japan,",ausreichendem,richtige,gelegentlich,Blut,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,4,4,4,,,,,,,,space,0.385512113571,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,wurden,Glas,die,seltenem,feinem,roten,Wetter,am,liegen,noch,serviert.,im,Wäsche.,serviert.,Kram,der,mehr,war,würden,Skandals,auf,des,"frischem,",minimalem,den,Krams,frisches,sie,Glas,Lärm,liegen,salziger,sauberen,harten,350,Trinkwassers.,"reichem,",purem,350,immer,täglichem,salzige,kaltem,Auto,die,deren,um,feinem,derer,hat,noch,ungefähr,Mann,geschleudert.,des,gelegentlichen,elektrische,frischen,Bundespräsident.,Störenfriede,sie,Skandal,geschleudert.,Wäsche.,unzureichenden,mehr,Tiere,Wetters,ziemlich,was,im,von,"nachgewiesen,",wurden,klassischen,auf,roten,leider,hätten,Trinkwasser.,einem,elektrischer,einem,leider,eine,zusätzlichem,Störenfriede,unzureichenden,vor,weichem,eine,Lärm,künftigem,die,monatlichem,"Zeit,",einen,hat,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,5,5,5,,,,,,,,space,0.504405021667,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,None,n,7.67926597595,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Die,Bei,Als,Danach,Er,Im,Sie,Die,Am,Sie,Beträchtliche,Viele,Dort,Beträchtliche,Wir,Bei,In,Die,Die,Er,100,Die,Sie,Ihr,Bei,Wir,Wir,Die,Bei,Man,Am,Ich,Wir,Alle,In,Sie,Das,Die,In,Fernab,Ich,Ich,Die,Wir,Dass,Es,In,Die,Es,Nicht,Sie,Der,Wir,Es,Die,Wir,Die,Wir,Walter,Außer,Die,Er,Es,Dort,Die,In,In,Sie,Es,Die,Viele,In,In,Die,Die,100,Im,Außer,Die,Sie,Er,Die,Er,Außer,Mit,Die,Außer,Die,Unter,Jungtiere,Mit,Man,Manche,Die,Jugendliche,Jetzt,Wir,Nicht,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,space,space,0.521463871002,,,,1.12453103065,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,Autos,unserer,die,wurde,hat,Fernrohr,verlassen,Linie,äußeren,hatte,Stücke,Tonnen,türmen,Stücke,haben,der,meinem,"Uhr,",Schuhe,wurde,g,Gäste,haben,Blutdruck,der,haben,mussten,Uhr,unserer,machte,äußersten,nehme,konnten,Betten,den,verbrauchen,Tuch,Lösung,den,des,wurde,nehme,Formen,übergaben,es,waren,der,Eislaufbahnen,waren,ein,hatte,Flug,übergaben,wurden,Gäste,hatten,Schule,mussten,Scheel,dem,Uhr,wurde,wurden,türmen,Kinder,meinem,diesem,verlassen,hat,Teilnehmerinnen,Tonnen,der,einer,Autos,Stücke,g,Fernrohr,das,Schuhe,verbrauchen,stellt,Schule,stellt,dem,dieser,müden,den,Kinder,keinen,sollten,dieser,machte,Kreditnehmer,Uhr,können,ist,hatten,ein,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,1,1,1,,,,,,,,space,0.417661190033,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
,beider,Ankunft,Sonne,die,ein,sahen,wegen,101,Rand,keine,saftigen,gebrauchter,sich,saftiges,jede,Feier,Studium,die,in,trotz,braunen,suchen,die,kann,Feier,jede,uns,schlug,Ankunft,mal,Rand,eine,dann,wurden,Kakao,60,wurde,wird,Kakao,Rummels,damals,eine,wurden,dem,"regnete,",nur,Tat,wurden,nur,Tropfen,keine,zum,das,Eimer,suchen,in,verbraucht,uns,war,Bürgermeister,schlug,trotz,Eimer,sich,fuhren,Studium,Zirkus,wegen,uns,wussten,gebrauchte,Tat,Studie,beider,wurden,brauner,sahen,Essen,in,60,die,verbraucht,die,Essen,Methode,Teilnehmer,Bürgermeister,fuhren,Umständen,immer,Methode,mal,sind,war,Kleidung,genau,in,Tropfen,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,2,2,2,,,,,,,,space,0.504044055939,,,,,,2017_Jan_31_1209,60.416025075,spr_backupper,001,Di15,
